number,priority,category,assignment_group,breach_probability,flagged,actual,risk_band
INC0033408,3 - Moderate,Category 37,Group 70,0.106,1,0,Low
INC0031034,3 - Moderate,Category 26,Group 70,0.106,1,0,Low
INC0033357,3 - Moderate,Category 28,Group 70,0.106,1,0,Low
INC0028760,3 - Moderate,Category 37,Group 70,0.106,1,0,Low
INC0033628,3 - Moderate,Category 40,Group 70,0.106,1,0,Low
INC0033634,3 - Moderate,Category 40,Group 70,0.106,1,0,Low
INC0028754,3 - Moderate,Category 37,Group 70,0.106,1,0,Low
INC0029184,3 - Moderate,Category 32,Group 70,0.106,1,0,Low
INC0029468,3 - Moderate,Category 26,Group 70,0.106,1,0,Low
INC0030110,3 - Moderate,Category 26,Group 70,0.106,1,0,Low
INC0029319,3 - Moderate,Category 26,Group 70,0.106,1,0,Low
INC0033457,3 - Moderate,Category 20,Group 70,0.106,1,0,Low
INC0031101,3 - Moderate,Category 28,Group 70,0.106,1,1,Low
INC0032784,3 - Moderate,Category 20,Group 70,0.106,1,1,Low
INC0033632,3 - Moderate,Category 40,Group 70,0.106,1,0,Low
INC0031725,3 - Moderate,Category 42,Group 70,0.106,1,0,Low
INC0032460,3 - Moderate,Category 26,Group 70,0.106,1,0,Low
INC0030316,3 - Moderate,Category 24,Group 70,0.105,1,0,Low
INC0030826,3 - Moderate,Category 51,Group 70,0.105,1,0,Low
INC0034001,3 - Moderate,Category 26,Group 70,0.105,1,0,Low
INC0032132,3 - Moderate,Category 32,Group 70,0.105,1,0,Low
INC0032111,3 - Moderate,Category 42,Group 70,0.105,1,0,Low
INC0031557,3 - Moderate,Category 26,Group 70,0.105,1,0,Low
INC0032091,3 - Moderate,Category 53,Group 70,0.105,1,0,Low
INC0029002,3 - Moderate,Category 26,Group 70,0.105,1,0,Low
INC0029652,3 - Moderate,Category 53,Group 70,0.105,1,0,Low
INC0030028,3 - Moderate,Category 42,Group 70,0.105,1,0,Low
INC0030912,3 - Moderate,Category 20,Group 70,0.105,1,0,Low
INC0034226,3 - Moderate,Category 20,Group 70,0.105,1,0,Low
INC0032039,3 - Moderate,Category 20,Group 70,0.105,1,0,Low
INC0030386,4 - Low,Category 53,Group 70,0.105,1,0,Low
INC0033663,3 - Moderate,Category 28,Group 70,0.105,1,0,Low
INC0031505,3 - Moderate,Category 42,Group 70,0.105,1,0,Low
INC0031692,3 - Moderate,Category 26,Group 70,0.105,1,0,Low
INC0033995,3 - Moderate,Category 20,Group 70,0.104,1,0,Low
INC0034388,3 - Moderate,Category 26,Group 70,0.104,1,0,Low
INC0030840,3 - Moderate,Category 37,Group 70,0.104,1,1,Low
INC0031912,3 - Moderate,Category 53,Group 70,0.104,1,0,Low
INC0030202,3 - Moderate,Category 42,Group 70,0.104,1,0,Low
INC0033197,3 - Moderate,Category 26,Group 70,0.104,1,0,Low
INC0033757,3 - Moderate,Category 61,Group 70,0.104,1,0,Low
INC0031834,3 - Moderate,Category 9,Group 70,0.104,1,0,Low
INC0029066,3 - Moderate,Category 42,Group 70,0.104,1,0,Low
INC0029774,3 - Moderate,Category 40,Group 70,0.104,1,0,Low
INC0034291,3 - Moderate,Category 32,Group 70,0.104,1,0,Low
INC0029706,3 - Moderate,Category 42,Group 70,0.104,1,0,Low
INC0031358,3 - Moderate,Category 26,Group 70,0.104,1,0,Low
INC0032311,3 - Moderate,Category 20,Group 70,0.104,1,0,Low
INC0033795,3 - Moderate,Category 32,Group 70,0.104,1,0,Low
INC0031466,3 - Moderate,Category 26,Group 70,0.104,1,0,Low
INC0031723,3 - Moderate,Category 20,Group 70,0.104,1,0,Low
INC0032643,3 - Moderate,Category 53,Group 70,0.103,1,0,Low
INC0028563,3 - Moderate,Category 20,Group 70,0.103,1,1,Low
INC0030156,3 - Moderate,Category 42,Group 70,0.103,1,0,Low
INC0030497,3 - Moderate,Category 57,Group 24,0.103,1,0,Low
INC0034328,3 - Moderate,Category 32,Group 70,0.103,1,0,Low
INC0029676,3 - Moderate,Category 34,Group 70,0.103,1,1,Low
INC0031468,3 - Moderate,Category 9,Group 70,0.103,1,0,Low
INC0031130,3 - Moderate,Category 37,Group 70,0.103,1,0,Low
INC0029902,3 - Moderate,Category 32,Group 70,0.103,1,0,Low
INC0094776,3 - Moderate,Other,Group 25,0.103,1,0,Low
INC0029456,3 - Moderate,Category 42,Group 70,0.103,1,0,Low
INC0033975,3 - Moderate,Category 9,Group 70,0.103,1,0,Low
INC0029450,3 - Moderate,Category 42,Group 70,0.103,1,0,Low
INC0029088,3 - Moderate,Category 32,Group 70,0.103,1,0,Low
INC0029098,3 - Moderate,Category 26,Group 70,0.102,1,0,Low
INC0029700,3 - Moderate,Category 42,Group 70,0.102,1,0,Low
INC0033444,3 - Moderate,Category 20,Group 70,0.102,1,0,Low
INC0029090,3 - Moderate,Category 26,Group 70,0.102,1,0,Low
INC0029082,3 - Moderate,Category 26,Group 70,0.102,1,0,Low
INC0031858,3 - Moderate,Category 42,Group 70,0.102,1,0,Low
INC0030147,3 - Moderate,Category 9,Group 24,0.102,1,0,Low
INC0031675,3 - Moderate,Category 57,Group 24,0.102,1,0,Low
INC0029630,3 - Moderate,Category 20,Group 70,0.102,1,0,Low
INC0032254,3 - Moderate,Category 26,Group 70,0.102,1,0,Low
INC0030232,3 - Moderate,Category 24,Group 24,0.102,1,1,Low
INC0031815,3 - Moderate,Category 37,Group 70,0.102,1,0,Low
INC0030133,3 - Moderate,Category 9,Group 24,0.102,1,0,Low
INC0031407,3 - Moderate,Category 20,Group 70,0.102,1,1,Low
INC0030472,3 - Moderate,Category 26,Group 70,0.102,1,0,Low
INC0033963,3 - Moderate,Category 26,Group 70,0.101,1,0,Low
INC0028363,3 - Moderate,Category 20,Group 70,0.101,1,0,Low
INC0029466,3 - Moderate,Category 42,Group 70,0.101,1,0,Low
INC0032491,3 - Moderate,Category 53,Group 70,0.101,1,0,Low
INC0031493,3 - Moderate,Category 26,Group 70,0.101,1,0,Low
INC0031040,3 - Moderate,Category 26,Group 70,0.101,1,0,Low
INC0031022,3 - Moderate,Category 37,Group 24,0.1,1,0,Low
INC0033623,3 - Moderate,Category 28,Group 70,0.1,1,0,Low
INC0028831,3 - Moderate,Category 32,Group 70,0.1,1,1,Low
INC0030132,3 - Moderate,Category 57,Group 24,0.1,1,0,Low
INC0033185,3 - Moderate,Category 32,Group 70,0.1,1,0,Low
INC0029679,3 - Moderate,Category 40,Group 70,0.1,1,0,Low
INC0029524,3 - Moderate,Category 57,Group 24,0.1,1,1,Low
INC0029641,3 - Moderate,Category 46,Group 70,0.1,1,0,Low
INC0029665,3 - Moderate,Category 40,Group 70,0.1,1,0,Low
INC0031291,3 - Moderate,Category 20,Group 70,0.1,1,0,Low
INC0029495,3 - Moderate,Category 57,Group 24,0.1,1,0,Low
INC0032235,3 - Moderate,Category 53,Group 70,0.1,1,0,Low
INC0029980,3 - Moderate,Category 26,Group 70,0.1,1,0,Low
INC0031095,3 - Moderate,Category 37,Group 24,0.1,1,1,Low
INC0030174,3 - Moderate,Category 35,Group 70,0.1,1,0,Low
INC0030149,3 - Moderate,Category 9,Group 24,0.099,1,0,Low
INC0029825,3 - Moderate,Category 26,Group 70,0.099,1,0,Low
INC0029105,3 - Moderate,Category 26,Group 70,0.099,1,0,Low
INC0033448,3 - Moderate,Category 26,Group 70,0.099,1,0,Low
INC0033555,3 - Moderate,Category 42,Group 70,0.099,1,0,Low
INC0029058,3 - Moderate,Category 42,Group 70,0.099,1,0,Low
INC0051748,3 - Moderate,Category 42,Group 70,0.099,1,0,Low
INC0029141,3 - Moderate,Category 26,Group 70,0.099,1,0,Low
INC0032300,3 - Moderate,Category 26,Group 70,0.099,1,0,Low
INC0031573,3 - Moderate,Category 9,Group 24,0.099,1,0,Low
INC0030353,3 - Moderate,Category 53,Other,0.099,1,1,Low
INC0033509,3 - Moderate,Category 20,Group 70,0.099,1,0,Low
INC0030417,3 - Moderate,Category 24,Group 24,0.099,1,0,Low
INC0033768,3 - Moderate,Category 37,Group 24,0.099,1,0,Low
INC0030298,3 - Moderate,Category 32,Group 70,0.098,1,0,Low
INC0029930,3 - Moderate,Category 37,Group 70,0.098,1,0,Low
INC0029788,3 - Moderate,Category 26,Group 70,0.098,1,0,Low
INC0029767,3 - Moderate,Category 26,Group 70,0.098,1,0,Low
INC0032624,3 - Moderate,Category 9,Group 24,0.098,1,0,Low
INC0033976,3 - Moderate,Category 26,Group 70,0.098,1,0,Low
INC0033014,3 - Moderate,Category 37,Group 70,0.098,1,0,Low
INC0030052,3 - Moderate,Category 57,Group 24,0.098,1,0,Low
INC0030730,3 - Moderate,Category 32,Group 70,0.098,1,0,Low
INC0034272,3 - Moderate,Category 20,Group 70,0.098,1,0,Low
INC0032473,3 - Moderate,Category 26,Group 70,0.098,1,0,Low
INC0029107,3 - Moderate,Category 20,Group 70,0.098,1,1,Low
INC0031389,3 - Moderate,Category 26,Group 70,0.098,1,0,Low
INC0033818,3 - Moderate,Category 32,Group 70,0.097,1,0,Low
INC0033810,3 - Moderate,Category 32,Group 70,0.097,1,1,Low
INC0031877,3 - Moderate,Category 26,Group 70,0.097,1,0,Low
INC0031878,3 - Moderate,Category 26,Group 70,0.097,1,0,Low
INC0033033,3 - Moderate,Category 53,Group 24,0.097,1,0,Low
INC0032205,3 - Moderate,Category 26,Group 70,0.097,1,0,Low
INC0032386,3 - Moderate,Category 26,Group 70,0.097,1,0,Low
INC0031440,3 - Moderate,Category 26,Group 70,0.097,1,0,Low
INC0032814,3 - Moderate,Category 53,Group 70,0.097,1,0,Low
INC0032044,3 - Moderate,Category 26,Group 70,0.097,1,0,Low
INC0029671,4 - Low,Category 51,Group 20,0.096,1,0,Low
INC0033606,3 - Moderate,Category 26,Group 70,0.096,1,0,Low
INC0029295,4 - Low,Category 26,Group 70,0.096,1,0,Low
INC0029668,3 - Moderate,Category 26,Group 70,0.096,1,0,Low
INC0029654,3 - Moderate,Category 26,Group 70,0.096,1,0,Low
INC0033269,3 - Moderate,Category 26,Group 70,0.096,1,0,Low
INC0029602,3 - Moderate,Category 26,Group 70,0.096,1,1,Low
INC0031917,3 - Moderate,Category 37,Group 70,0.096,1,0,Low
INC0034144,3 - Moderate,Category 26,Group 70,0.096,1,0,Low
INC0030340,3 - Moderate,Category 20,Group 70,0.096,1,0,Low
INC0029013,3 - Moderate,Category 26,Group 70,0.096,1,0,Low
INC0054729,3 - Moderate,Category 56,Group 70,0.096,1,0,Low
INC0032010,3 - Moderate,Category 26,Group 70,0.096,1,1,Low
INC0032521,3 - Moderate,Category 32,Group 70,0.096,1,0,Low
INC0034171,3 - Moderate,Category 32,Group 70,0.096,1,0,Low
INC0029939,3 - Moderate,Category 26,Group 70,0.095,1,0,Low
INC0033946,3 - Moderate,Category 34,Group 24,0.095,1,0,Low
INC0031064,3 - Moderate,Category 26,Group 70,0.095,1,0,Low
INC0033501,3 - Moderate,Category 20,Group 70,0.095,1,0,Low
INC0034000,3 - Moderate,Category 57,Group 24,0.095,1,0,Low
INC0030370,3 - Moderate,Category 26,Group 70,0.095,1,0,Low
INC0033549,3 - Moderate,Category 32,Group 70,0.095,1,0,Low
INC0031950,3 - Moderate,Category 26,Group 70,0.095,1,0,Low
INC0029637,3 - Moderate,Category 26,Group 70,0.095,1,0,Low
INC0028628,3 - Moderate,Category 26,Group 70,0.095,1,0,Low
INC0030428,3 - Moderate,Category 20,Group 70,0.095,1,0,Low
INC0031980,3 - Moderate,Category 26,Group 70,0.095,1,0,Low
INC0031029,3 - Moderate,Category 46,Group 70,0.095,1,0,Low
INC0031746,3 - Moderate,Category 32,Group 70,0.094,1,0,Low
INC0031487,3 - Moderate,Category 26,Group 70,0.094,1,0,Low
INC0030061,3 - Moderate,Category 32,Group 70,0.094,1,0,Low
INC0031869,3 - Moderate,Category 26,Group 70,0.094,1,0,Low
INC0032160,3 - Moderate,Category 32,Group 70,0.094,1,0,Low
INC0034046,3 - Moderate,Category 37,Group 70,0.094,1,0,Low
INC0031379,3 - Moderate,Category 53,Group 70,0.094,1,0,Low
INC0030196,3 - Moderate,Category 32,Group 70,0.094,1,0,Low
INC0031814,3 - Moderate,Category 26,Group 70,0.094,1,1,Low
INC0081730,3 - Moderate,Category 56,Group 24,0.094,1,1,Low
INC0029635,3 - Moderate,Category 34,Group 24,0.094,1,0,Low
INC0031627,3 - Moderate,Category 57,Group 24,0.094,1,0,Low
INC0030623,3 - Moderate,Category 26,Group 70,0.093,1,0,Low
INC0029498,3 - Moderate,Category 20,Group 70,0.093,1,0,Low
INC0031251,3 - Moderate,Category 20,Group 70,0.093,1,0,Low
INC0034434,3 - Moderate,Category 32,Group 70,0.093,1,0,Low
INC0031836,3 - Moderate,Category 26,Group 70,0.093,1,1,Low
INC0033403,3 - Moderate,Category 53,Group 70,0.093,1,1,Low
INC0030910,3 - Moderate,Category 20,Group 70,0.093,1,0,Low
INC0034064,3 - Moderate,Category 32,Group 70,0.093,1,0,Low
INC0033281,3 - Moderate,Category 20,Group 70,0.092,1,0,Low
INC0031875,3 - Moderate,Category 26,Group 70,0.092,1,0,Low
INC0033265,3 - Moderate,Category 46,Group 58,0.092,1,0,Low
INC0032115,3 - Moderate,Category 32,Group 70,0.092,1,1,Low
INC0029541,3 - Moderate,Category 26,Group 70,0.092,1,0,Low
INC0032117,3 - Moderate,Category 32,Group 70,0.092,1,1,Low
INC0030284,3 - Moderate,Category 32,Group 70,0.092,1,0,Low
INC0030839,3 - Moderate,Category 26,Group 70,0.092,1,0,Low
INC0029273,3 - Moderate,Category 53,Group 70,0.092,1,0,Low
INC0031023,3 - Moderate,Category 32,Group 70,0.092,1,0,Low
INC0030431,3 - Moderate,Category 26,Group 70,0.092,1,0,Low
INC0029888,3 - Moderate,Category 26,Group 70,0.091,1,0,Low
INC0029001,3 - Moderate,Category 26,Group 70,0.091,1,0,Low
INC0031821,3 - Moderate,Category 37,Group 70,0.091,1,0,Low
INC0030332,3 - Moderate,Category 20,Group 70,0.091,1,0,Low
INC0028862,4 - Low,Category 53,Group 70,0.091,1,0,Low
INC0102713,3 - Moderate,Other,Group 64,0.091,1,0,Low
INC0032015,3 - Moderate,Category 42,Group 70,0.091,1,1,Low
INC0031684,3 - Moderate,Category 20,Group 70,0.091,1,0,Low
INC0029533,3 - Moderate,Category 57,Group 24,0.09,1,0,Low
INC0033987,3 - Moderate,Category 9,Group 70,0.09,1,0,Low
INC0031679,3 - Moderate,Category 37,Group 24,0.09,1,0,Low
INC0029313,3 - Moderate,Category 26,Group 70,0.09,1,1,Low
INC0031827,3 - Moderate,Category 46,Group 70,0.09,1,0,Low
INC0030560,3 - Moderate,Category 26,Group 70,0.09,1,0,Low
INC0031818,3 - Moderate,Category 46,Group 70,0.09,1,0,Low
INC0031377,3 - Moderate,Category 26,Group 70,0.09,1,1,Low
INC0030355,3 - Moderate,Category 53,Group 24,0.09,1,0,Low
INC0033261,3 - Moderate,Category 20,Group 70,0.09,1,0,Low
INC0034382,3 - Moderate,Category 26,Group 70,0.09,1,0,Low
INC0032408,3 - Moderate,Category 32,Group 70,0.09,1,0,Low
INC0032106,3 - Moderate,Category 53,Group 70,0.09,1,0,Low
INC0032543,3 - Moderate,Category 32,Group 70,0.09,1,0,Low
INC0031581,3 - Moderate,Category 53,Group 24,0.09,1,1,Low
INC0034269,3 - Moderate,Category 34,Group 24,0.09,1,1,Low
INC0033298,3 - Moderate,Category 37,Group 70,0.09,1,0,Low
INC0029938,3 - Moderate,Category 20,Group 70,0.09,1,0,Low
INC0029052,3 - Moderate,Category 20,Group 70,0.089,1,0,Low
INC0029416,3 - Moderate,Category 46,Group 70,0.089,1,1,Low
INC0034161,3 - Moderate,Category 20,Group 70,0.089,1,0,Low
INC0033502,3 - Moderate,Category 26,Group 70,0.089,1,0,Low
INC0033184,3 - Moderate,Category 32,Group 70,0.089,1,0,Low
INC0033823,3 - Moderate,Category 32,Group 70,0.089,1,0,Low
INC0033826,3 - Moderate,Category 32,Group 70,0.089,1,0,Low
INC0033609,3 - Moderate,Category 20,Group 70,0.089,1,0,Low
INC0029764,3 - Moderate,Category 26,Group 70,0.089,1,0,Low
INC0030033,3 - Moderate,Category 40,Group 70,0.088,1,0,Low
INC0029532,3 - Moderate,Category 32,Group 70,0.088,1,0,Low
INC0034059,3 - Moderate,Category 20,Group 70,0.088,1,0,Low
INC0032145,3 - Moderate,Category 37,Group 70,0.088,1,0,Low
INC0033867,3 - Moderate,Category 20,Group 70,0.088,1,0,Low
INC0031913,3 - Moderate,Category 26,Group 70,0.088,1,0,Low
INC0033827,3 - Moderate,Category 20,Group 70,0.088,1,0,Low
INC0030581,3 - Moderate,Category 57,Group 24,0.088,1,0,Low
INC0029531,3 - Moderate,Category 32,Group 70,0.088,1,0,Low
INC0031415,3 - Moderate,Category 32,Group 70,0.088,1,0,Low
INC0032434,3 - Moderate,Category 26,Group 70,0.088,1,0,Low
INC0031091,3 - Moderate,Category 32,Group 70,0.088,1,0,Low
INC0029267,3 - Moderate,Category 9,Group 23,0.088,1,0,Low
INC0029728,3 - Moderate,Category 26,Group 70,0.088,1,0,Low
INC0032112,3 - Moderate,Category 42,Group 55,0.088,1,0,Low
INC0030868,3 - Moderate,Category 53,Group 23,0.088,1,0,Low
INC0033524,3 - Moderate,Category 32,Group 70,0.088,1,0,Low
INC0032940,3 - Moderate,Category 37,Group 70,0.087,1,1,Low
INC0030437,3 - Moderate,Category 37,Group 70,0.087,1,0,Low
INC0030008,3 - Moderate,Category 32,Group 70,0.087,1,0,Low
INC0029981,3 - Moderate,Category 32,Group 70,0.087,1,0,Low
INC0029069,3 - Moderate,Category 37,Group 70,0.087,1,0,Low
INC0031572,3 - Moderate,Category 32,Group 70,0.087,1,0,Low
INC0033411,3 - Moderate,Category 37,Group 70,0.087,1,0,Low
INC0028767,3 - Moderate,Category 32,Group 70,0.087,1,0,Low
INC0030863,3 - Moderate,Category 34,Group 24,0.087,1,1,Low
INC0031277,3 - Moderate,Category 37,Group 70,0.087,1,0,Low
INC0031760,3 - Moderate,Category 32,Group 70,0.087,1,0,Low
INC0030150,3 - Moderate,Category 20,Group 70,0.087,1,0,Low
INC0031846,3 - Moderate,Category 26,Group 70,0.087,1,0,Low
INC0031767,3 - Moderate,Category 37,Group 70,0.087,1,0,Low
INC0028533,3 - Moderate,Category 53,Group 70,0.087,1,0,Low
INC0033681,3 - Moderate,Category 35,Group 70,0.086,1,0,Low
INC0031961,3 - Moderate,Category 26,Group 70,0.086,1,0,Low
INC0031784,3 - Moderate,Category 28,Group 70,0.086,1,0,Low
INC0028606,3 - Moderate,Category 20,Group 70,0.086,1,1,Low
INC0029792,3 - Moderate,Category 26,Group 70,0.086,1,0,Low
INC0029782,3 - Moderate,Category 53,Group 70,0.086,1,0,Low
INC0031983,3 - Moderate,Category 26,Group 70,0.086,1,0,Low
INC0033143,3 - Moderate,Category 37,Group 70,0.086,1,0,Low
INC0029453,3 - Moderate,Category 37,Group 46,0.086,1,0,Low
INC0033093,3 - Moderate,Category 32,Group 70,0.086,1,0,Low
INC0033429,3 - Moderate,Category 32,Group 70,0.086,1,0,Low
INC0032771,3 - Moderate,Category 38,Group 70,0.086,1,1,Low
INC0033769,3 - Moderate,Category 32,Group 70,0.085,1,0,Low
INC0033741,3 - Moderate,Category 9,Group 24,0.085,1,0,Low
INC0031819,3 - Moderate,Category 26,Group 70,0.085,1,0,Low
INC0031284,3 - Moderate,Category 32,Group 70,0.085,1,0,Low
INC0032239,3 - Moderate,Category 26,Group 70,0.085,1,0,Low
INC0032233,3 - Moderate,Category 26,Group 70,0.085,1,0,Low
INC0033328,4 - Low,Category 42,Group 70,0.085,1,0,Low
INC0031086,3 - Moderate,Category 9,Group 24,0.085,1,0,Low
INC0034346,3 - Moderate,Category 35,Group 70,0.085,1,0,Low
INC0030630,3 - Moderate,Category 32,Group 70,0.085,1,1,Low
INC0031920,3 - Moderate,Category 26,Group 70,0.085,1,0,Low
INC0033742,3 - Moderate,Category 9,Group 24,0.085,1,0,Low
INC0029542,3 - Moderate,Category 26,Group 70,0.085,1,0,Low
INC0032391,3 - Moderate,Category 43,Group 70,0.085,1,0,Low
INC0032429,3 - Moderate,Category 57,Group 24,0.084,1,0,Low
INC0028853,3 - Moderate,Category 32,Group 70,0.084,1,0,Low
INC0099197,3 - Moderate,Other,Group 70,0.084,1,1,Low
INC0033979,3 - Moderate,Category 32,Group 70,0.084,1,0,Low
INC0031061,3 - Moderate,Category 20,Group 70,0.084,1,0,Low
INC0102310,3 - Moderate,Other,Group 70,0.084,1,0,Low
INC0030995,3 - Moderate,Category 20,Group 70,0.084,1,0,Low
INC0033330,4 - Low,Category 46,Group 70,0.084,1,0,Low
INC0031882,3 - Moderate,Category 26,Group 70,0.084,1,0,Low
INC0032226,3 - Moderate,Category 32,Group 70,0.084,1,0,Low
INC0032870,4 - Low,Category 53,Group 70,0.083,1,0,Low
INC0033547,3 - Moderate,Category 20,Group 70,0.083,1,0,Low
INC0031862,3 - Moderate,Category 26,Group 70,0.083,1,0,Low
INC0028603,3 - Moderate,Category 46,Group 70,0.083,1,0,Low
INC0033902,4 - Low,Category 9,Group 27,0.083,1,0,Low
INC0029954,3 - Moderate,Category 20,Group 70,0.082,1,0,Low
INC0033656,3 - Moderate,Category 37,Group 70,0.082,1,0,Low
INC0032171,3 - Moderate,Category 42,Group 70,0.082,1,0,Low
INC0033364,3 - Moderate,Category 42,Group 70,0.082,1,0,Low
INC0029661,3 - Moderate,Category 26,Group 70,0.082,1,0,Low
INC0031417,3 - Moderate,Category 26,Group 70,0.082,1,0,Low
INC0033422,3 - Moderate,Category 20,Group 70,0.082,1,0,Low
INC0033409,3 - Moderate,Category 26,Group 70,0.082,1,0,Low
INC0029707,3 - Moderate,Category 32,Group 70,0.082,1,0,Low
INC0029152,3 - Moderate,Category 9,Group 24,0.082,1,0,Low
INC0033384,3 - Moderate,Category 32,Group 70,0.081,1,0,Low
INC0032778,3 - Moderate,Category 37,Group 70,0.081,1,1,Low
INC0031089,3 - Moderate,Category 26,Group 70,0.081,1,0,Low
INC0029812,3 - Moderate,Category 20,Group 70,0.081,1,0,Low
INC0029053,3 - Moderate,Category 26,Group 70,0.081,1,0,Low
INC0028653,3 - Moderate,Category 26,Group 70,0.081,1,0,Low
INC0029647,3 - Moderate,Category 9,Group 70,0.081,1,0,Low
INC0029508,3 - Moderate,Category 32,Group 70,0.081,1,0,Low
INC0029051,3 - Moderate,Category 26,Group 70,0.081,1,0,Low
INC0029056,3 - Moderate,Category 26,Group 70,0.081,1,0,Low
INC0033390,3 - Moderate,Category 37,Group 46,0.081,1,0,Low
INC0032392,3 - Moderate,Category 32,Group 70,0.081,1,1,Low
INC0029436,3 - Moderate,Category 20,Group 70,0.081,1,0,Low
INC0034259,4 - Low,Category 20,Group 70,0.081,1,0,Low
INC0028477,3 - Moderate,Category 28,Group 70,0.081,1,0,Low
INC0029102,3 - Moderate,Category 42,Group 70,0.081,1,0,Low
INC0033278,3 - Moderate,Category 57,Group 24,0.081,1,0,Low
INC0033356,3 - Moderate,Category 35,Group 70,0.08,0,0,Low
INC0031892,3 - Moderate,Category 53,Group 70,0.08,1,0,Low
INC0028794,3 - Moderate,Category 32,Group 70,0.08,0,0,Low
INC0030909,3 - Moderate,Category 53,Group 24,0.08,1,1,Low
INC0033697,3 - Moderate,Category 32,Group 70,0.08,1,0,Low
INC0030766,3 - Moderate,Category 20,Group 70,0.08,0,0,Low
INC0029079,3 - Moderate,Category 26,Group 70,0.08,0,0,Low
INC0031795,3 - Moderate,Category 35,Group 70,0.079,0,0,Low
INC0030163,3 - Moderate,Category 26,Group 70,0.079,0,0,Low
INC0030252,3 - Moderate,Category 26,Group 70,0.079,0,0,Low
INC0028595,3 - Moderate,Category 20,Group 70,0.079,0,0,Low
INC0031427,3 - Moderate,Category 20,Group 70,0.079,0,0,Low
INC0033854,4 - Low,Category 9,Group 25,0.079,0,0,Low
INC0031840,3 - Moderate,Category 26,Group 70,0.079,0,0,Low
INC0032490,3 - Moderate,Category 53,Group 23,0.079,0,0,Low
INC0030363,3 - Moderate,Category 26,Group 70,0.079,0,0,Low
INC0032706,3 - Moderate,Category 32,Group 70,0.079,0,0,Low
INC0029569,3 - Moderate,Category 32,Group 70,0.079,0,0,Low
INC0029607,3 - Moderate,Category 35,Group 70,0.079,0,0,Low
INC0029471,3 - Moderate,Category 20,Group 70,0.079,0,0,Low
INC0033694,4 - Low,Category 61,Group 73,0.079,0,0,Low
INC0029601,3 - Moderate,Category 35,Group 70,0.079,0,0,Low
INC0029789,3 - Moderate,Category 26,Group 70,0.079,0,0,Low
INC0029189,3 - Moderate,Category 20,Group 70,0.079,0,0,Low
INC0031880,3 - Moderate,Category 46,Group 70,0.079,0,0,Low
INC0034360,4 - Low,Category 26,Group 70,0.078,0,0,Low
INC0033505,3 - Moderate,Category 20,Group 70,0.078,0,0,Low
INC0032097,3 - Moderate,Category 37,Group 70,0.078,0,1,Low
INC0029557,3 - Moderate,Category 26,Group 70,0.078,0,0,Low
INC0033398,3 - Moderate,Category 37,Group 46,0.078,0,1,Low
INC0029830,3 - Moderate,Category 32,Group 70,0.078,0,1,Low
INC0032486,3 - Moderate,Category 35,Group 70,0.078,0,0,Low
INC0029674,3 - Moderate,Category 37,Group 70,0.078,0,0,Low
INC0029883,3 - Moderate,Category 32,Group 70,0.078,0,0,Low
INC0032079,3 - Moderate,Category 46,Group 70,0.078,0,0,Low
INC0032360,3 - Moderate,Category 51,Group 70,0.078,0,1,Low
INC0031388,3 - Moderate,Category 20,Group 70,0.078,0,0,Low
INC0030829,3 - Moderate,Category 32,Group 70,0.077,0,0,Low
INC0029089,3 - Moderate,Category 26,Group 70,0.077,0,0,Low
INC0033859,3 - Moderate,Category 32,Group 70,0.077,0,0,Low
INC0033424,3 - Moderate,Category 35,Group 70,0.077,0,0,Low
INC0033262,3 - Moderate,Category 26,Group 70,0.077,0,0,Low
INC0029166,3 - Moderate,Category 37,Group 70,0.077,0,0,Low
INC0033809,3 - Moderate,Category 20,Group 70,0.077,0,0,Low
INC0031445,3 - Moderate,Category 32,Group 70,0.077,0,1,Low
INC0029553,3 - Moderate,Category 57,Group 24,0.077,0,0,Low
INC0031949,3 - Moderate,Category 24,Group 24,0.077,0,0,Low
INC0033367,3 - Moderate,Category 9,Group 70,0.077,0,1,Low
INC0030048,3 - Moderate,Category 9,Group 24,0.077,0,0,Low
INC0029708,3 - Moderate,Category 32,Group 70,0.077,0,0,Low
INC0029544,3 - Moderate,Category 26,Group 70,0.077,0,0,Low
INC0028409,3 - Moderate,Category 26,Group 70,0.076,0,0,Low
INC0029942,3 - Moderate,Category 9,Group 24,0.076,0,0,Low
INC0032141,3 - Moderate,Category 37,Group 70,0.076,0,0,Low
INC0030843,3 - Moderate,Category 32,Group 70,0.076,0,0,Low
INC0034435,3 - Moderate,Category 26,Group 70,0.076,0,0,Low
INC0029522,3 - Moderate,Category 57,Group 24,0.076,0,0,Low
INC0033172,3 - Moderate,Category 20,Group 70,0.076,0,0,Low
INC0033171,3 - Moderate,Category 20,Group 70,0.076,0,0,Low
INC0033898,3 - Moderate,Category 9,Group 70,0.076,0,0,Low
INC0031707,3 - Moderate,Category 53,Group 24,0.076,0,0,Low
INC0032218,3 - Moderate,Category 32,Group 70,0.076,0,0,Low
INC0033421,3 - Moderate,Category 26,Group 70,0.076,0,0,Low
INC0033495,3 - Moderate,Category 9,Group 70,0.075,0,0,Low
INC0032846,3 - Moderate,Category 32,Group 70,0.075,0,0,Low
INC0033378,3 - Moderate,Category 26,Group 70,0.075,0,0,Low
INC0031866,3 - Moderate,Category 57,Group 24,0.075,0,0,Low
INC0030135,3 - Moderate,Category 46,Group 70,0.075,0,0,Low
